start_time,end_time,start_minute,end_minute,duration
04:01,05:07,241,307,66
04:30,05:40,270,340,70
04:51,05:11,291,311,20
05:03,06:00,303,360,57
05:03,05:45,303,345,42
05:14,06:27,314,387,73
05:14,06:00,314,360,46
06:16,07:22,376,442,66
06:29,07:35,389,455,66
06:38,07:32,398,452,54
06:42,07:41,402,461,59
06:47,07:12,407,432,25
06:49,07:09,409,429,20
07:01,07:51,421,471,50
07:05,07:59,425,479,54
07:14,08:44,434,524,90
07:22,08:12,442,492,50
07:23,08:36,443,516,73
07:24,08:23,444,503,59
07:30,08:08,450,488,38
07:37,08:09,457,489,32
07:44,08:11,464,491,27
07:53,08:13,473,493,20
08:00,08:24,480,504,24
08:06,08:47,486,527,41
08:07,09:01,487,541,54
08:09,08:29,489,509,20
08:10,08:50,490,530,40
08:11,08:50,491,530,39
08:11,08:32,491,512,21
08:11,08:59,491,539,48
08:12,08:54,492,534,42
08:18,09:23,498,563,65
08:26,09:32,506,572,66
08:28,09:21,508,561,53
08:30,08:50,510,530,20
08:31,09:21,511,561,50
08:37,10:02,517,602,85
08:42,10:09,522,609,87
08:45,09:44,525,584,59
08:48,10:02,528,602,74
08:51,09:33,531,573,42
08:52,09:28,532,568,36
08:55,09:36,535,576,41
08:57,09:17,537,557,20
08:58,10:28,538,628,90
09:05,09:38,545,578,33
09:07,09:46,547,586,39
09:08,09:37,548,577,29
09:21,09:48,561,588,27
09:22,10:37,562,637,75
09:22,09:52,562,592,30
09:29,10:34,569,634,65
09:40,10:30,580,630,50
09:45,10:42,585,642,57
09:49,10:09,589,609,20
09:55,10:42,595,642,47
09:56,10:25,596,625,29
09:56,10:50,596,650,54
10:02,10:22,602,622,20
10:05,11:11,605,671,66
10:19,11:44,619,704,85
10:42,12:12,642,732,90
10:52,11:28,652,688,36
10:53,11:31,653,691,38
10:55,12:01,655,721,66
10:56,12:01,656,721,65
11:01,11:59,661,719,58
11:06,12:19,666,739,73
11:14,12:04,674,724,50
11:51,12:18,711,738,27
11:54,12:53,714,773,59
12:20,13:41,740,821,81
12:21,13:04,741,784,43
12:23,12:54,743,774,31
12:26,13:56,746,836,90
12:28,13:15,748,795,47
12:30,13:44,750,824,74
13:07,13:58,787,838,51
13:23,14:53,803,893,90
13:28,14:24,808,864,56
13:30,14:37,810,877,67
13:33,14:27,813,867,54
13:45,14:05,825,845,20
13:55,15:20,835,920,85
13:56,14:57,836,897,61
14:03,15:18,843,918,75
14:32,16:02,872,962,90
14:41,15:26,881,926,45
14:43,15:57,883,957,74
14:53,15:13,893,913,20
15:13,16:13,913,973,60
15:14,16:08,914,968,54
15:21,16:32,921,992,71
15:42,16:27,942,987,45
15:47,16:45,947,1005,58
15:58,17:03,958,1023,65
16:13,17:12,973,1032,59
16:23,17:28,983,1048,65
16:23,17:18,983,1038,55
16:27,17:19,987,1039,52
16:29,17:21,989,1041,52
16:32,17:09,992,1029,37
16:32,17:02,992,1022,30
16:36,17:17,996,1037,41
16:40,17:24,1000,1044,44
16:42,18:12,1002,1092,90
16:44,17:55,1004,1075,71
16:46,17:57,1006,1077,71
16:50,18:15,1010,1095,85
16:54,18:18,1014,1098,84
16:56,17:23,1016,1043,27
17:07,18:05,1027,1085,58
17:07,18:11,1027,1091,64
17:15,18:45,1035,1125,90
17:16,18:05,1036,1085,49
17:16,17:36,1036,1056,20
17:26,18:05,1046,1085,39
17:27,18:36,1047,1116,69
17:31,18:37,1051,1117,66
17:33,18:57,1053,1137,84
17:35,18:45,1055,1125,70
17:35,18:30,1055,1110,55
17:36,18:43,1056,1123,67
17:38,18:47,1058,1127,69
17:49,18:25,1069,1105,36
18:12,18:57,1092,1137,45
18:13,18:57,1093,1137,44
18:15,19:18,1095,1158,63
18:17,19:15,1097,1155,58
18:27,19:39,1107,1179,72
18:30,18:50,1110,1130,20
18:36,19:55,1116,1195,79
18:46,19:20,1126,1160,34
19:02,19:27,1142,1167,25
19:04,19:46,1144,1186,42
19:06,20:06,1146,1206,60
19:10,20:40,1150,1240,90
19:22,20:17,1162,1217,55
19:24,20:14,1164,1214,50
19:55,20:33,1195,1233,38
20:16,21:20,1216,1280,64
20:17,21:17,1217,1277,60
20:43,22:13,1243,1333,90
21:08,22:12,1268,1332,64
21:09,22:03,1269,1323,54
21:16,22:05,1276,1325,49
21:32,22:15,1292,1335,43
21:45,22:36,1305,1356,51
21:51,23:18,1311,1398,87
