start_time,end_time,start_minute,end_minute,duration
04:12,04:51,252,291,39
04:18,05:00,258,300,42
04:39,05:48,279,348,69
04:41,06:11,281,371,90
04:47,05:13,287,313,26
04:54,05:44,294,344,50
05:15,06:26,315,386,71
05:19,05:56,319,356,37
05:20,05:47,320,347,27
05:25,06:37,325,397,72
05:38,07:05,338,425,87
05:39,06:17,339,377,38
05:40,06:47,340,407,67
06:06,07:29,366,449,83
06:12,07:18,372,438,66
06:21,07:02,381,422,41
06:30,07:03,390,423,33
06:32,08:02,392,482,90
06:46,07:50,406,470,64
06:47,07:45,407,465,58
06:54,07:51,414,471,57
06:58,08:13,418,493,75
07:06,07:52,426,472,46
07:13,07:33,433,453,20
07:16,08:01,436,481,45
07:19,08:16,439,496,57
07:21,08:05,441,485,44
07:25,08:07,445,487,42
07:26,07:52,446,472,26
07:27,08:02,447,482,35
07:28,08:43,448,523,75
07:36,08:32,456,512,56
07:36,08:50,456,530,74
07:36,08:33,456,513,57
07:50,08:43,470,523,53
07:53,08:46,473,526,53
08:01,08:42,481,522,41
08:01,09:03,481,543,62
08:05,09:22,485,562,77
08:08,08:55,488,535,47
08:08,09:14,488,554,66
08:09,09:11,489,551,62
08:12,08:44,492,524,32
08:15,08:46,495,526,31
08:19,09:14,499,554,55
08:21,09:04,501,544,43
08:22,09:29,502,569,67
08:22,09:35,502,575,73
08:22,08:57,502,537,35
08:24,09:26,504,566,62
08:29,09:22,509,562,53
08:32,09:19,512,559,47
08:43,09:26,523,566,43
08:43,09:58,523,598,75
08:44,09:04,524,544,20
08:45,09:52,525,592,67
08:47,10:06,527,606,79
08:47,09:47,527,587,60
09:01,09:38,541,578,37
09:07,10:01,547,601,54
09:08,09:53,548,593,45
09:20,10:16,560,616,56
09:33,10:15,573,615,42
09:37,10:21,577,621,44
09:37,10:16,577,616,39
09:41,11:09,581,669,88
09:51,10:20,591,620,29
09:56,10:33,596,633,37
09:57,10:34,597,634,37
10:06,10:46,606,646,40
10:09,10:29,609,629,20
10:13,11:05,613,665,52
10:15,11:15,615,675,60
10:25,11:25,625,685,60
10:42,11:47,642,707,65
10:44,11:36,644,696,52
10:56,11:37,656,697,41
11:06,12:00,666,720,54
11:15,12:29,675,749,74
11:23,12:10,683,730,47
11:29,12:04,689,724,35
11:30,12:10,690,730,40
11:39,12:06,699,726,27
11:42,12:34,702,754,52
