start_time,end_time,start_minute,end_minute,duration
04:17,05:10,257,310,53
04:36,05:25,276,325,49
05:09,06:38,309,398,89
05:10,05:30,310,330,20
05:45,06:17,345,377,32
05:52,07:13,352,433,81
06:07,07:15,367,435,68
06:09,07:02,369,422,53
06:36,08:04,396,484,88
06:37,07:29,397,449,52
06:43,07:58,403,478,75
07:09,07:43,429,463,34
07:11,07:53,431,473,42
07:17,08:17,437,497,60
07:21,07:56,441,476,35
07:35,08:43,455,523,68
07:42,08:45,462,525,63
07:47,08:52,467,532,65
08:02,08:53,482,533,51
08:04,09:19,484,559,75
08:07,08:53,487,533,46
08:14,08:56,494,536,42
08:18,08:38,498,518,20
08:26,09:49,506,589,83
08:39,09:47,519,587,68
08:51,09:56,531,596,65
09:26,10:32,566,632,66
09:27,10:39,567,639,72
09:28,10:09,568,609,41
09:33,10:47,573,647,74
10:27,11:10,627,670,43
10:44,11:44,644,704,60
10:55,12:12,655,732,77
11:10,12:32,670,752,82
11:20,12:20,680,740,60
11:49,12:33,709,753,44
13:09,13:48,789,828,39
13:37,14:22,817,862,45
14:16,15:21,856,921,65
14:33,15:15,873,915,42
14:34,15:48,874,948,74
15:08,16:26,908,986,78
15:19,16:26,919,986,67
15:31,16:33,931,993,62
16:09,17:06,969,1026,57
16:14,17:17,974,1037,63
16:23,16:59,983,1019,36
16:24,17:20,984,1040,56
16:27,17:13,987,1033,46
16:36,17:31,996,1051,55
16:42,17:55,1002,1075,73
16:48,18:01,1008,1081,73
16:50,17:21,1010,1041,31
17:13,18:19,1033,1099,66
17:27,18:20,1047,1100,53
17:38,18:13,1058,1093,35
17:39,18:11,1059,1091,32
17:42,18:50,1062,1130,68
17:42,18:40,1062,1120,58
18:10,19:40,1090,1180,90
18:16,19:01,1096,1141,45
18:25,18:51,1105,1131,26
18:29,19:10,1109,1150,41
18:54,19:41,1134,1181,47
18:58,19:35,1138,1175,37
19:17,20:34,1157,1234,77
19:23,20:13,1163,1213,50
19:29,20:08,1169,1208,39
19:42,20:49,1182,1249,67
19:47,20:07,1187,1207,20
19:53,21:10,1193,1270,77
20:05,21:22,1205,1282,77
20:50,21:37,1250,1297,47
21:06,22:21,1266,1341,75
21:33,22:39,1293,1359,66
