start_time,end_time,start_minute,end_minute,duration
05:07,06:12,307,372,65
05:21,06:51,321,411,90
05:42,06:19,342,379,37
07:13,07:44,433,464,31
07:23,08:17,443,497,54
07:37,08:31,457,511,54
07:42,08:27,462,507,45
08:01,08:42,481,522,41
08:25,09:18,505,558,53
08:30,09:33,510,573,63
08:46,09:58,526,598,72
08:55,09:40,535,580,45
09:00,09:54,540,594,54
09:02,10:15,542,615,73
09:12,09:48,552,588,36
09:16,09:48,556,588,32
09:20,10:07,560,607,47
09:26,10:29,566,629,63
09:57,11:27,597,687,90
10:51,11:39,651,699,48
12:30,13:02,750,782,32
12:52,13:46,772,826,54
13:07,13:48,787,828,41
13:10,13:56,790,836,46
13:29,14:59,809,899,90
13:47,14:09,827,849,22
14:03,14:45,843,885,42
14:42,15:55,882,955,73
14:43,15:21,883,921,38
14:48,16:05,888,965,77
15:04,15:24,904,924,20
15:24,15:47,924,947,23
15:32,16:18,932,978,46
15:41,16:21,941,981,40
16:04,17:14,964,1034,70
16:09,17:01,969,1021,52
16:11,17:04,971,1024,53
16:16,17:46,976,1066,90
16:26,17:48,986,1068,82
17:24,18:45,1044,1125,81
17:48,18:17,1068,1097,29
19:16,20:10,1156,1210,54
19:22,20:11,1162,1211,49
19:34,20:39,1174,1239,65
19:38,20:19,1178,1219,41
20:48,22:18,1248,1338,90
20:51,21:37,1251,1297,46
21:29,22:34,1289,1354,65
21:33,22:38,1293,1358,65
21:54,22:40,1314,1360,46
