start_time,end_time,start_minute,end_minute,duration
04:15,05:45,255,345,90
04:44,05:34,284,334,50
05:21,06:09,321,369,48
05:42,06:43,342,403,61
06:11,07:08,371,428,57
06:11,06:31,371,391,20
06:22,07:19,382,439,57
07:14,08:40,434,520,86
07:18,08:27,438,507,69
07:20,07:58,440,478,38
07:23,08:17,443,497,54
07:24,07:58,444,478,34
07:48,08:30,468,510,42
07:58,08:42,478,522,44
08:13,09:40,493,580,87
08:18,09:27,498,567,69
09:00,10:06,540,606,66
09:03,10:13,543,613,70
09:11,09:58,551,598,47
09:15,10:43,555,643,88
09:35,10:16,575,616,41
09:42,10:38,582,638,56
09:43,10:29,583,629,46
09:58,11:03,598,663,65
10:06,11:23,606,683,77
10:24,11:38,624,698,74
11:01,11:22,661,682,21
11:12,12:16,672,736,64
11:19,12:15,679,735,56
11:37,12:28,697,748,51
11:42,12:49,702,769,67
12:05,12:33,725,753,28
12:11,13:10,731,790,59
12:43,13:03,763,783,20
12:51,13:31,771,811,40
12:55,13:22,775,802,27
13:18,14:25,798,865,67
13:24,14:48,804,888,84
14:07,15:16,847,916,69
14:23,14:57,863,897,34
14:34,15:14,874,914,40
14:37,15:43,877,943,66
15:15,16:09,915,969,54
15:18,16:09,918,969,51
15:23,16:20,923,980,57
15:24,16:30,924,990,66
15:40,16:34,940,994,54
15:44,16:14,944,974,30
16:06,17:36,966,1056,90
16:07,17:37,967,1057,90
16:24,17:06,984,1026,42
16:54,17:23,1014,1043,29
16:56,17:48,1016,1068,52
16:56,18:15,1016,1095,79
17:07,17:40,1027,1060,33
17:10,17:55,1030,1075,45
17:17,17:41,1037,1061,24
17:26,18:43,1046,1123,77
17:32,18:21,1052,1101,49
17:52,19:21,1072,1161,89
18:06,18:47,1086,1127,41
18:07,18:54,1087,1134,47
18:12,18:54,1092,1134,42
18:25,19:30,1105,1170,65
19:05,19:32,1145,1172,27
19:14,20:12,1154,1212,58
19:22,20:44,1162,1244,82
19:34,20:20,1174,1220,46
19:42,20:27,1182,1227,45
20:27,21:11,1227,1271,44
20:46,21:41,1246,1301,55
20:52,21:46,1252,1306,54
21:28,22:38,1288,1358,70
21:30,22:25,1290,1345,55
21:40,22:52,1300,1372,72
