start_time,end_time,start_minute,end_minute,duration
04:25,05:12,265,312,47
04:33,05:25,273,325,52
04:44,05:58,284,358,74
05:27,06:51,327,411,84
05:40,06:58,340,418,78
06:40,07:00,400,420,20
06:44,07:23,404,443,39
06:52,08:02,412,482,70
07:22,07:42,442,462,20
07:23,08:26,443,506,63
07:28,08:38,448,518,70
07:31,07:54,451,474,23
07:53,08:54,473,534,61
07:58,08:46,478,526,48
08:01,09:31,481,571,90
08:09,09:13,489,553,64
08:14,09:44,494,584,90
08:16,09:05,496,545,49
08:46,10:16,526,616,90
09:20,10:47,560,647,87
09:34,10:54,574,654,80
09:42,10:46,582,646,64
09:47,11:08,587,668,81
10:20,11:14,620,674,54
10:54,12:24,654,744,90
11:14,12:44,674,764,90
11:15,12:22,675,742,67
11:57,13:00,717,780,63
12:01,12:49,721,769,48
12:26,13:43,746,823,77
12:35,13:21,755,801,46
14:09,14:40,849,880,31
14:38,15:24,878,924,46
14:43,15:37,883,937,54
14:48,15:26,888,926,38
15:08,16:11,908,971,63
15:31,15:58,931,958,27
16:03,17:03,963,1023,60
16:20,17:16,980,1036,56
16:22,17:05,982,1025,43
16:22,17:43,982,1063,81
16:24,17:06,984,1026,42
16:26,17:28,986,1048,62
16:35,17:03,995,1023,28
16:39,18:01,999,1081,82
16:44,17:27,1004,1047,43
16:44,17:29,1004,1049,45
17:04,18:19,1024,1099,75
17:04,18:13,1024,1093,69
17:06,17:41,1026,1061,35
17:12,17:44,1032,1064,32
17:33,17:54,1053,1074,21
17:35,19:05,1055,1145,90
17:36,18:23,1056,1103,47
17:40,18:47,1060,1127,67
17:41,18:01,1061,1081,20
17:43,18:52,1063,1132,69
17:51,18:46,1071,1126,55
17:53,18:32,1073,1112,39
17:53,19:11,1073,1151,78
18:02,18:47,1082,1127,45
18:21,19:19,1101,1159,58
18:44,19:59,1124,1199,75
18:54,19:14,1134,1154,20
18:57,20:02,1137,1202,65
18:58,19:51,1138,1191,53
19:20,19:49,1160,1189,29
19:46,20:14,1186,1214,28
20:00,20:28,1200,1228,28
20:04,20:38,1204,1238,34
20:43,21:46,1243,1306,63
20:48,21:37,1248,1297,49
20:50,22:10,1250,1330,80
21:00,22:21,1260,1341,81
21:40,22:19,1300,1339,39
