start_time,end_time,start_minute,end_minute,duration
04:17,05:10,257,310,53
05:06,05:36,306,336,30
05:34,06:03,334,363,29
05:35,06:46,335,406,71
05:40,07:00,340,420,80
06:09,07:35,369,455,86
06:15,06:56,375,416,41
06:16,07:08,376,428,52
06:35,07:58,395,478,83
07:01,07:31,421,451,30
07:03,08:07,423,487,64
07:12,08:02,432,482,50
07:26,08:44,446,524,78
07:32,08:14,452,494,42
07:40,08:00,460,480,20
07:45,08:56,465,536,71
07:46,08:45,466,525,59
07:56,08:55,476,535,59
07:58,08:31,478,511,33
08:04,09:04,484,544,60
08:22,09:41,502,581,79
08:30,09:22,510,562,52
08:35,10:05,515,605,90
08:35,09:58,515,598,83
08:43,09:51,523,591,68
08:54,09:38,534,578,44
08:57,10:14,537,614,77
08:58,09:50,538,590,52
09:01,09:26,541,566,25
09:02,09:36,542,576,34
09:03,10:15,543,615,72
09:10,10:16,550,616,66
09:11,10:33,551,633,82
09:18,10:25,558,625,67
09:27,10:17,567,617,50
09:28,10:21,568,621,53
09:49,11:06,589,666,77
09:50,11:14,590,674,84
10:32,11:32,632,692,60
10:40,11:40,640,700,60
10:41,11:37,641,697,56
10:49,11:32,649,692,43
11:05,12:25,665,745,80
11:42,12:59,702,779,77
11:46,13:03,706,783,77
12:37,13:40,757,820,63
13:26,14:25,806,865,59
14:13,14:50,853,890,37
15:12,16:00,912,960,48
15:23,16:33,923,993,70
15:27,16:27,927,987,60
15:34,16:34,934,994,60
16:32,17:32,992,1052,60
16:41,17:48,1001,1068,67
17:08,18:00,1028,1080,52
17:17,18:32,1037,1112,75
17:19,18:49,1039,1129,90
17:23,18:13,1043,1093,50
17:23,18:35,1043,1115,72
17:41,18:22,1061,1102,41
17:45,18:31,1065,1111,46
17:46,18:33,1066,1113,47
17:53,18:42,1073,1122,49
18:04,18:49,1084,1129,45
18:09,19:24,1089,1164,75
18:11,19:39,1091,1179,88
18:17,19:19,1097,1159,62
18:42,19:30,1122,1170,48
18:43,19:27,1123,1167,44
18:44,19:48,1124,1188,64
19:26,19:53,1166,1193,27
19:27,20:21,1167,1221,54
19:48,21:01,1188,1261,73
21:07,21:35,1267,1295,28
21:33,22:02,1293,1322,29
