start_time,end_time,start_minute,end_minute,duration
04:00,04:36,240,276,36
04:29,05:55,269,355,86
05:28,06:07,328,367,39
05:36,06:26,336,386,50
06:16,07:26,376,446,70
06:21,07:18,381,438,57
06:26,06:58,386,418,32
06:51,08:15,411,495,84
07:22,08:16,442,496,54
07:23,08:17,443,497,54
07:35,08:42,455,522,67
07:36,07:58,456,478,22
07:38,09:02,458,542,84
07:45,08:40,465,520,55
07:45,08:25,465,505,40
07:46,08:36,466,516,50
08:08,09:20,488,560,72
08:13,09:02,493,542,49
08:31,09:33,511,573,62
08:32,09:21,512,561,49
08:33,09:29,513,569,56
08:37,09:33,517,573,56
08:57,10:04,537,604,67
08:57,10:25,537,625,88
09:25,10:55,565,655,90
09:31,10:14,571,614,43
09:53,11:23,593,683,90
09:57,11:11,597,671,74
10:19,11:29,619,689,70
10:56,12:05,656,725,69
11:11,11:57,671,717,46
11:13,12:00,673,720,47
11:37,12:42,697,762,65
12:12,12:44,732,764,32
12:16,12:42,736,762,26
12:34,13:57,754,837,83
12:57,14:01,777,841,64
13:07,14:01,787,841,54
13:07,13:55,787,835,48
13:37,14:38,817,878,61
14:32,15:52,872,952,80
14:57,15:47,897,947,50
15:08,15:49,908,949,41
15:11,16:27,911,987,76
15:41,17:09,941,1029,88
16:10,17:40,970,1060,90
16:14,17:32,974,1052,78
16:17,17:27,977,1047,70
16:22,17:17,982,1037,55
16:33,17:31,993,1051,58
16:35,17:15,995,1035,40
17:09,18:00,1029,1080,51
17:15,17:45,1035,1065,30
17:28,18:56,1048,1136,88
17:33,18:30,1053,1110,57
17:41,18:29,1061,1109,48
17:45,19:15,1065,1155,90
17:47,18:23,1067,1103,36
17:51,18:44,1071,1124,53
17:54,19:02,1074,1142,68
17:56,18:51,1076,1131,55
17:57,19:00,1077,1140,63
17:58,19:19,1078,1159,81
18:19,19:11,1099,1151,52
18:38,18:58,1118,1138,20
18:49,19:51,1129,1191,62
18:56,19:47,1136,1187,51
18:57,19:44,1137,1184,47
19:02,20:08,1142,1208,66
19:18,20:48,1158,1248,90
19:58,20:18,1198,1218,20
20:44,21:16,1244,1276,32
20:56,21:42,1256,1302,46
21:18,21:55,1278,1315,37
21:41,23:00,1301,1380,79
