start_time,end_time,start_minute,end_minute,duration
04:06,04:59,246,299,53
04:16,05:41,256,341,85
04:27,04:52,267,292,25
05:45,06:33,345,393,48
05:55,07:03,355,423,68
06:02,07:32,362,452,90
06:16,06:55,376,415,39
06:28,07:07,388,427,39
06:32,07:35,392,455,63
06:38,07:30,398,450,52
06:45,07:21,405,441,36
07:09,07:47,429,467,38
07:21,08:06,441,486,45
07:26,08:06,446,486,40
07:35,08:02,455,482,27
07:42,08:34,462,514,52
07:43,08:27,463,507,44
07:49,08:09,469,489,20
07:56,09:25,476,565,89
08:02,09:27,482,567,85
08:05,09:31,485,571,86
08:11,09:16,491,556,65
08:34,09:31,514,571,57
08:37,09:13,517,553,36
08:48,10:07,528,607,79
09:19,10:24,559,624,65
09:25,10:32,565,632,67
09:39,10:20,579,620,41
09:52,11:22,592,682,90
09:54,11:07,594,667,73
09:56,10:54,596,654,58
10:07,11:31,607,691,84
10:13,11:33,613,693,80
10:39,12:00,639,720,81
10:45,11:24,645,684,39
10:48,11:35,648,695,47
11:00,11:20,660,680,20
11:05,11:41,665,701,36
11:18,11:38,678,698,20
11:19,12:12,679,732,53
11:40,12:42,700,762,62
13:03,13:42,783,822,39
13:13,13:58,793,838,45
13:14,14:43,794,883,89
15:11,16:19,911,979,68
15:17,15:54,917,954,37
15:19,16:25,919,985,66
15:22,16:12,922,972,50
15:25,16:08,925,968,43
15:28,16:23,928,983,55
15:37,16:52,937,1012,75
15:52,16:56,952,1016,64
16:01,16:29,961,989,28
16:01,17:06,961,1026,65
16:05,17:06,965,1026,61
16:44,17:32,1004,1052,48
16:46,17:39,1006,1059,53
16:47,17:55,1007,1075,68
16:48,17:32,1008,1052,44
16:49,18:05,1009,1085,76
16:53,18:13,1013,1093,80
17:02,18:12,1022,1092,70
17:04,17:30,1024,1050,26
17:25,18:32,1045,1112,67
17:30,18:12,1050,1092,42
17:33,18:14,1053,1094,41
17:34,18:46,1054,1126,72
17:35,19:03,1055,1143,88
17:44,18:32,1064,1112,48
17:49,18:51,1069,1131,62
17:49,18:49,1069,1129,60
17:54,18:44,1074,1124,50
18:01,18:32,1081,1112,31
18:07,19:28,1087,1168,81
18:14,18:55,1094,1135,41
18:15,19:45,1095,1185,90
18:30,19:33,1110,1173,63
18:31,20:01,1111,1201,90
18:32,19:52,1112,1192,80
18:44,19:40,1124,1180,56
18:47,20:10,1127,1210,83
18:47,19:56,1127,1196,69
18:50,19:10,1130,1150,20
18:52,19:12,1132,1152,20
18:53,19:19,1133,1159,26
18:53,20:08,1133,1208,75
18:57,20:26,1137,1226,89
19:23,20:03,1163,1203,40
19:31,20:01,1171,1201,30
19:32,19:52,1172,1192,20
19:32,20:40,1172,1240,68
19:34,21:04,1174,1264,90
19:43,20:50,1183,1250,67
19:46,20:58,1186,1258,72
20:21,21:21,1221,1281,60
20:26,21:07,1226,1267,41
20:28,21:10,1228,1270,42
20:31,21:13,1231,1273,42
21:00,21:52,1260,1312,52
21:45,22:16,1305,1336,31
